	TCGA-E2-A15F-01	TCGA-AO-A1KR-01	TCGA-D8-A1JM-01	TCGA-A7-A4SE-01	TCGA-E2-A15S-01	TCGA-A2-A0ER-01	TCGA-E2-A105-01	TCGA-A7-A5ZW-01	TCGA-BH-A0EA-01	TCGA-AN-A0AS-01	TCGA-E2-A14O-01	TCGA-E2-A574-01	TCGA-C8-A274-01	TCGA-AN-A0AJ-01	TCGA-E2-A1AZ-01
SGK494	120	296	70	203	230	69	198	35	88	55	92	99	132	76	40
SGMS1	970	243	1266	815	1220	890	1182	2449	1504	1775	1839	534	5444	2342	946
SGMS2	622	226	1043	1379	185	432	310	1259	481	2370	142	580	410	1218	1538
SGOL1	253	265	551	463	981	292	253	27	8	150	325	103	200	934	509
SGOL2	698	456	1109	878	1351	1126	1004	416	235	335	379	629	2374	1262	430
SGPL1	5488	3179	7284	3148	13825	7586	11852	5453	4901	8241	9509	1701	13535	5825	3466
SGPP1	889	38	4992	659	2152	1681	965	1847	457	1618	167	588	345	1754	419
SGPP2	33	130	174	72	19	10	116	103	52	6	6	22	653	93	70
SGSH	2169	2272	1367	871	4729	2108	3377	1984	1653	1354	4732	601	2198	2247	596
SGSM1	55	66	173	110	2045	455	45	103	107	206	9	240	349	657	31
SGSM2	2451	1333	3769	3987	6831	3746	3360	3749	3197	1125	1881	2420	5504	4647	845
SGSM3	1210	2009	2860	2765	3881	2584	1746	2780	2296	3068	2445	1612	3190	2330	724
SGTA	4521	2955	6796	2385	3478	3684	7082	3314	2663	2705	5044	13481	4782	7033	920
SGTB	393	84	512	311	258	882	818	433	258	601	451	385	384	700	577
SH2B1	2580	2196	3157	2764	2982	2699	3878	1807	2356	1184	3988	1056	2379	1647	1115
SH2B2	221	306	411	419	195	78	303	40	84	13	43	209	105	58	103
SH2B3	1510	490	1904	1194	2450	2122	1916	1447	1900	1450	714	386	1694	1574	1678
SH2D1A	54	53	182	30	24	110	41	115	40	22	29	0	26	437	263
SH2D1B	8	2	3	5	1	6	12	5	3	6	9	1	16	23	17
SH2D2A	38	441	236	127	17	33	44	96	50	87	36	469	103	344	167
SH2D3A	690	510	1532	481	295	833	632	530	648	817	462	1924	942	308	341
SH2D3C	539	383	435	631	727	343	557	771	1174	282	368	81	550	556	371
SH2D4A	227	29	879	277	624	95	137	1053	633	248	1738	400	6364	763	728
SH2D4B	8	7	11	3	1	1	21	1	10	3	0	8	2	5	8
SH2D5	5	0	6	4	12	7	7	5	3	8	3	8	5	2	4
SH2D6	1	1	0	0	7	3	8	0	0	0	1	6	7	2	0
SH2D7	0	0	4	4	3	2	1	1	1	0	0	0	2	0	1
SH3BGRL2	444	294	455	1033	1009	849	1146	1346	1469	180	347	1788	372	1345	406
SH3BGRL3	6134	27988	5841	3503	4238	6378	9329	5353	5056	8237	14348	8653	8525	9425	3436
SH3BGRL	6699	3178	4796	4025	2351	13141	7180	21869	13986	22102	20690	2135	43468	40163	3930
SH3BGR	449	150	42	90	177	407	271	182	303	199	322	70	78	390	66
SH3BP1	552	3463	744	569	1482	890	591	479	581	682	496	366	873	1092	345
SH3BP2	2634	2559	2225	1764	5272	2179	4043	1838	2023	1614	1257	3791	3669	2314	1261
SH3BP4	7184	2412	12598	1671	2285	16439	4430	4405	6444	10573	4167	852	20351	7243	454
SH3BP5L	1702	1963	2068	3187	4090	2192	3694	2765	2503	1796	1507	2224	4563	5353	761
SH3BP5	2900	3275	7098	3980	7151	6378	3362	3151	2654	3828	2545	1229	2351	2638	2873
SH3D19	3938	474	940	5905	2954	3006	1958	4309	4065	1731	1102	826	4054	4641	2823
SH3D20	1	10	16	55	14	3	22	8	27	30	1	23	20	5	1
SH3GL1	3428	3744	4864	3502	3040	2737	5528	4463	2874	3861	4632	3851	5045	5813	987
SH3GL2	92	0	28	14	171	2	2	9	14	10	8	12	4	4	7
SH3GL3	6	90	237	11	12	0	3	1	0	0	0	3	1	10	28
SH3GLB1	9695	3109	7265	5692	5386	10250	7399	6579	5506	6537	3926	3630	6453	5406	5843
SH3GLB2	3402	2431	5290	2591	14310	4085	6918	3337	2882	1501	4938	2724	4537	5694	801
SH3KBP1	1409	1057	3315	3372	1172	4520	1142	1607	1636	1467	543	1354	1243	1727	2071
SH3PXD2A	4055	3483	35178	3987	8547	5646	4574	7135	5347	6603	1021	1819	10154	3018	10254
SH3PXD2B	2542	1807	12700	4459	2950	4932	4001	4450	3670	5493	1664	1402	4039	2908	2513
SH3RF1	3105	201	2596	1453	2857	5357	3355	2312	3934	1988	892	1214	9339	6338	737
SH3RF2	287	210	145	154	32	115	29	298	213	14	554	39	717	118	128
SH3RF3	164	134	442	664	127	141	141	460	568	588	133	112	231	208	190
SH3TC1	1061	169	137	493	1629	375	747	592	1009	612	314	162	1097	342	228
SH3TC2	36	11	162	122	252	35	14	57	133	5	41	368	83	17	22
SH3YL1	2609	2536	13564	2866	6173	1941	3120	2209	2861	2048	3529	5980	10962	1015	1359
SHANK1	9	0	7	37	21	2	7	35	28	29	1	4	9	4	7
SHANK2	1724	1089	3751	2697	1910	2997	539	1249	1740	3716	3824	1514	6546	10296	290
SHANK3	785	570	1609	2019	1346	764	1023	676	2569	935	207	537	814	353	510
SHARPIN	4040	3048	4954	1381	6958	2288	3469	1569	1614	5706	8737	2859	2235	7711	930
SHBG	12	5	2	5	5	4	5	7	13	2	10	0	3	5	1
SHB	1419	2254	3396	1153	2123	2285	1612	1186	2109	5552	1895	912	2778	1661	767
SHC1	6919	6576	7932	10887	8187	6599	6139	8060	9381	8417	9036	3100	18736	12711	3233
SHC2	328	245	241	791	1543	265	3160	1390	1387	275	1624	630	1833	446	51
SHC3	14	288	289	30	5	46	19	9	7	26	7	7	52	23	17
SHC4	75	29	621	890	1200	72	73	285	443	10	0	668	6	14	32
SHCBP1	643	299	1864	597	2709	971	513	158	36	733	452	352	673	1626	597
SHD	3	0	1	2	46	0	2	2	0	0	0	0	1	1	0
SHE	280	38	150	426	489	382	219	561	883	198	81	8	2425	133	301
SHFM1	1968	11824	7044	2410	4075	2567	2228	3181	2124	3614	7419	7688	4656	4666	2782
SHF	81	275	2115	238	544	118	235	372	279	218	96	448	200	125	66
SHH	22	0	1	0	2	0	0	0	0	0	0	0	1	19	5
SHISA2	7393	73	15	880	1545	3002	1554	6189	5073	110	89	12470	137	210	93
SHISA3	3	17	81	5	35	9	3	5	24	2	2	1	9	1	30
SHISA4	1163	89	169	533	1626	779	926	879	1097	720	1215	507	2147	378	179
SHISA5	17441	6056	8839	5281	20572	7911	11412	7101	7188	9539	17347	4906	10569	10009	4333
SHISA6	1	3	0	11	8	8	28	3	5	14	1	0	30	2	4
SHISA7	6	5	0	3	27	5	20	2	12	0	0	0	9	3	0
SHISA9	841	1	395	92	1056	533	1650	142	426	193	1441	0	831	450	4
SHKBP1	2612	2694	4368	3391	2805	1612	3058	1826	1624	1627	3413	5632	4665	2661	802
SHMT1	1728	1338	4777	621	2009	3913	1379	1193	1687	339	13679	1607	2724	2257	1173
SHMT2	2268	3891	13363	5212	6738	3725	3644	2553	2096	10553	7107	6471	5652	13483	1966
SHOC2	4236	6097	9068	1260	5295	6091	3470	4135	3300	2487	6159	785	9667	3687	2782
SHOX2	77	70	207	192	167	41	185	442	184	280	106	48	131	239	166
SHOX	0	0	0	1	0	0	3	0	1	9	0	0	0	2	0
SHPK	1509	354	909	759	2026	3568	779	1227	692	690	718	476	1704	2094	437
SHPRH	933	69	1400	436	723	1467	1163	595	831	446	238	35	1821	893	879
SHQ1	1395	428	901	822	1472	1645	1817	1325	1232	1058	2578	468	1909	2154	1121
SHROOM1	987	111	217	545	1357	504	483	1642	2096	1020	223	222	27866	659	221
SHROOM2	3684	224	1709	1081	1536	1486	2180	412	1407	2733	2144	28	2465	1572	278
SHROOM3	12579	1375	3658	1894	868	16887	4486	7502	7358	9842	2258	2276	27963	8347	1720
SHROOM4	716	175	152	850	472	889	308	308	1663	397	224	126	477	214	532
SIAE	2035	828	3238	407	706	2947	1035	2515	2638	3132	3463	1285	2523	1482	941
SIAH1	1055	525	2126	916	5753	2277	2577	1384	850	1605	644	791	1585	1686	784
SIAH2	14954	2221	3179	1746	2346	4883	7883	4044	4571	2470	20807	1789	4616	20439	957
SIAH3	4	0	3	0	0	0	5	3	1	1	0	13	0	0	2
SIDT1	2278	138	141	71	9659	1704	1258	1112	2147	223	769	5	4375	3585	164
SIDT2	3149	651	678	1833	4308	2888	3229	1696	3474	1813	1030	990	5831	4662	1112
SIGIRR	2267	1225	1539	818	3524	2744	3793	1516	1381	2156	7365	2284	1956	3146	187
SIGLEC10	197	42	200	191	58	173	157	147	154	243	87	11	349	432	285
SIGLEC11	5	1	3	13	2	10	7	12	9	21	8	1	11	11	14
SIGLEC12	2	0	4	2	18	24	0	5	7	17	1	0	9	48	41
SIGLEC14	147	2	71	57	0	40	77	27	43	135	68	5	0	123	109
SIGLEC15	14	0	0	8	31	9	13	287	99	23	37	5	96	8	0
SIGLEC16	8	9	4	14	5	9	13	10	16	12	19	0	14	29	15
SIGLEC1	732	154	179	1516	424	487	1124	197	435	801	848	113	1123	1560	1049
SIGLEC5	80	4	35	60	25	85	41	30	53	96	19	0	170	167	54
SIGLEC6	44	0	8	2	4	41	2	57	8	34	2	0	8	35	15
SIGLEC7	36	1	45	59	77	65	66	49	65	207	56	10	105	200	38
SIGLEC8	52	6	32	15	16	63	54	105	67	37	66	0	371	136	46
SIGLEC9	101	15	40	56	61	147	81	40	36	225	73	3	128	207	70
SIGLECP3	16	1	15	6	41	16	15	143	17	42	8	1	15	23	5
SIGMAR1	1451	4801	12987	2217	4989	2627	6209	1761	1877	1471	5553	5164	4608	2351	4485
SIK1	2343	2770	18782	9835	11632	4375	1538	1416	3176	4303	606	1088	978	1073	667
SIK2	1292	517	1611	928	2446	1731	934	820	2007	1601	777	486	2299	1656	1247
SIK3	3906	882	1566	1157	3929	4091	2383	2902	2592	1472	1170	854	1548	1574	1550
SIKE1	2781	575	3961	2560	3277	2942	3312	1761	1256	1439	1101	1733	2130	2197	1886
SIL1	1540	1320	2688	809	1087	2385	2264	1867	1383	2839	7451	2896	3225	3694	764
SILV	231	6	30	65	147	458	89	86	112	67	554	34	216	73	26
SIM1	29	1	38	29	14	4	3	3	18	40	13	0	18	18	1
SIM2	619	22	1172	654	439	51	1299	126	117	2177	452	334	1590	1463	952
SIN3A	6368	1723	7493	1985	10214	10710	7971	3926	5137	4492	3971	1140	7624	7225	1706
SIN3B	2835	1684	3991	4058	2017	3082	3539	1618	2125	1840	1293	829	4355	1694	1095
SIP1	168	152	367	240	588	456	574	461	233	247	619	783	529	869	319
SIPA1L1	2167	2034	866	1410	1572	7169	2122	1603	2157	2659	2527	411	6143	2616	1812
SIPA1L2	836	2260	1115	2179	4848	3513	2603	912	4454	8148	596	145	19973	1164	1048
SIPA1L3	10854	1917	4871	2550	9002	7195	3697	1882	4198	3001	2105	1209	9698	3131	999
SIPA1	1113	2272	2002	1423	2147	1599	1236	1646	1486	1531	2152	1306	1453	1762	1136
SIRPA	1892	1000	6463	1942	1060	1921	1952	2053	2447	4029	1440	1371	1610	3608	1718
SIRPB1	81	40	1448	92	56	173	176	95	115	282	65	8	105	752	154
SIRPB2	73	22	42	82	29	164	71	86	71	193	41	0	98	373	141
SIRPD	0	0	9	2	0	0	2	0	0	4	0	0	1	6	1
SIRPG	35	83	166	31	9	25	16	57	25	12	25	0	13	342	140
SIRT1	1747	652	2647	786	4505	3165	3313	1932	1866	2085	1458	455	4488	2551	1304
SIRT2	3861	1262	5042	1832	2357	3191	3084	2005	2062	1989	3035	2598	3325	3302	981
SIRT3	2190	1528	1712	957	3368	3359	2586	2067	2099	1121	4077	2179	2442	1970	269
SIRT4	21	47	109	29	37	37	72	44	49	9	75	108	86	37	47
SIRT5	597	403	653	1067	1690	1011	1814	755	666	454	1075	1291	870	1266	363
SIRT6	475	812	412	487	557	364	988	564	398	598	1279	849	836	1193	121
SIRT7	807	2022	719	524	1755	650	1899	861	557	571	2138	796	723	1428	295
SIT1	37	68	129	21	11	36	23	113	33	14	27	0	29	313	82
SIVA1	701	3099	1371	1353	1836	838	2836	1717	1292	4369	4723	2696	1782	3152	573
SIX1	68	32	246	241	17653	973	8868	260	2744	1120	1884	766	5043	2924	523
SIX2	127	9	42	64	1836	26	432	200	61	124	42	889	686	452	15
SIX3	0	11	311	17	3	1	4	9	0	2	1	39	8	44	1
SIX4	1511	357	411	377	3533	3026	4092	472	1162	1314	1159	659	3053	1691	888
SIX5	1670	1649	2092	1688	1350	911	1344	1725	1830	1291	1926	993	2474	2038	325
SIX6	0	0	0	0	3	0	0	0	1	0	0	0	1	0	0
SI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SKA1	494	733	1801	410	1692	638	676	59	14	224	257	672	358	1695	601
SKA2	1483	2104	1132	648	4817	3269	4005	1364	578	1102	2365	1121	3697	3608	1004
SKA3	380	712	1011	442	1341	688	791	116	51	631	533	1051	553	1250	574
SKAP1	1069	192	148	94	889	83	234	862	588	271	1498	3	826	323	114
SKAP2	802	288	1455	940	1187	752	932	1240	1121	822	293	59	515	1124	801
SKIL	6072	644	2020	2020	1304	2728	1360	741	1077	1473	494	285	2945	1606	1650
SKINTL	1	7	0	4	1	2	3	0	2	0	0	2	1	0	0
SKIV2L2	4604	1281	4718	1260	4097	4946	4654	3686	3275	2245	3119	1817	7145	7184	2509
SKIV2L	2168	1412	1430	3100	6872	3259	3404	1872	2408	1488	2754	2534	3051	4841	1168
SKI	4088	3363	3636	2793	8245	3935	6095	4297	5520	6180	1342	1780	4080	3480	3144
SKP1	23703	3773	22776	4750	34250	27841	21709	19748	12005	9797	26355	8580	19333	28549	5577
SKP2	485	354	1517	557	658	507	578	151	196	296	218	677	561	1409	740
SLA2	43	128	165	33	18	53	37	76	47	25	29	9	36	339	175
SLAIN1	198	27	605	298	872	46	998	545	18	23	6	858	12	57	257
SLAIN2	4077	1388	2773	3999	8028	5700	3506	3395	2651	3479	2184	1264	6313	4930	3754
SLAMF1	51	18	73	21	17	53	13	55	18	9	11	0	16	246	151
SLAMF6	133	91	253	71	46	108	51	122	123	33	64	1	31	596	341
SLAMF7	301	165	495	174	142	354	259	300	360	210	278	13	373	2448	845
SLAMF8	360	202	466	1149	500	379	478	552	596	1181	499	35	464	3780	755
SLAMF9	0	12	24	15	13	3	46	33	37	92	25	43	22	71	0
SLA	646	315	725	546	203	789	508	938	504	1241	335	36	692	1776	771
SLBP	2697	2100	4402	2484	5368	3820	4940	2251	1652	1478	2538	3223	3031	12804	1476
SLC10A1	0	0	0	1	1	0	2	0	2	1	1	0	0	1	1
SLC10A2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SLC10A3	845	1748	2047	1401	1306	809	2118	1381	1611	2391	1956	1050	2199	1627	836
SLC10A4	9	0	2	67	28	4	53	6	11	2	3	96	10	4	5
SLC10A5	36	15	31	21	80	18	11	13	11	16	63	11	10	94	13
SLC10A6	12	3	16	7	52	14	6	15	86	0	2	7	5	10	10
SLC10A7	469	261	244	479	382	620	436	475	268	934	335	137	686	893	360
SLC11A1	201	188	146	523	170	245	462	53	167	1233	483	225	292	678	138
SLC11A2	4069	1328	5476	4559	13167	8277	4093	4582	2808	3952	3625	2025	8025	5151	2369
SLC12A1	7	16	1	4	1	1	9	16	4	4	0	5	58	4	3
SLC12A2	3257	914	3063	1761	43850	5555	3955	6967	25402	1746	4077	1204	18656	5769	1639
SLC12A3	7	0	2	4	0	6	4	7	4	0	5	0	3	13	20
SLC12A4	1323	471	1664	2052	1316	2551	1122	1816	2506	1927	1296	1000	1624	1063	1006
SLC12A5	7	14	21	5	571	1	245	3	27	3	3	3	2	12	4
SLC12A6	791	457	1158	672	1951	1206	2055	813	1198	742	146	403	787	871	695
SLC12A7	9411	3300	11118	1486	6752	4921	6166	3409	3708	4968	3660	2964	7481	8240	1555
SLC12A8	793	1167	2415	1851	666	858	141	981	1013	1226	1107	826	3747	1399	612
SLC12A9	2510	2140	1129	3000	2041	1307	1948	1763	1726	955	2574	2223	2391	1113	1262
SLC13A1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
SLC13A2	21	75	203	22	819	4	191	51	507	1939	4	21	9444	42	6
SLC13A3	119	159	261	369	41	107	154	94	99	97	18	707	1872	215	662
SLC13A4	15	13	26	5	10	5	29	0	20	8	4	2	68	5	17
SLC13A5	1	8	0	301	3	6474	3	4	9	6	0	0	0	0	5
SLC14A1	22	11	11	18	344	28	35	158	1600	6	32	1	53	37	28
SLC14A2	19	2	1	9	2	8	10	28	53	64	0	0	79	4	0
SLC15A1	18	247	377	83	4	0	0	20	0	0	0	84	28	24	67
SLC15A2	37	349	479	240	377	20	201	341	435	39	64	442	877	1011	471
SLC15A3	1080	303	1227	1872	492	770	766	900	897	1743	1162	129	1431	2545	633
SLC15A4	1187	534	717	969	2455	1803	1378	1504	916	1897	2230	1082	1463	2257	591
SLC16A10	30	25	527	183	29	165	30	21	10	75	61	129	6	36	20
SLC16A11	7	21	0	56	117	3	86	79	215	32	3	44	37	4	0
SLC16A12	8	4	16	36	61	39	5	447	30	3	1	0	0	25	4
SLC16A13	230	97	378	352	229	68	150	130	173	106	223	133	635	232	41
SLC16A14	1537	363	4043	130	808	1652	825	469	430	32	419	16	1836	3402	333
SLC16A1	685	2457	21966	6504	2746	447	491	1505	8258	1431	429	6622	2796	2017	4355
SLC16A2	1785	260	570	718	1492	1503	685	656	1309	567	5901	98	1673	474	886
SLC16A3	1684	958	556	2509	3864	981	8135	1186	1014	8094	3456	9773	581	2502	394
SLC16A4	970	171	391	543	201	1853	106	728	1387	192	540	317	2494	125	367
SLC16A5	372	67	328	281	2512	1411	68	697	606	270	755	576	120	56	90
SLC16A6	4001	29	44	61	6141	7853	1680	471	468	196	415	2	3042	623	71
SLC16A7	69	12	62	63	15	50	13	28	183	29	10	1	17	30	72
SLC16A8	3	27	2	55	17	1	9	14	10	6	9	16	44	9	8
SLC16A9	144	104	84	88	74	30	151	388	415	31	1407	72	138	191	655
SLC17A1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SLC17A2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SLC17A3	0	0	0	1	0	0	0	0	10	0	0	3	2	0	0
SLC17A4	0	0	0	6	0	0	0	0	3	0	0	31	0	0	0
SLC17A5	614	344	1040	2238	566	2536	912	1598	1115	2423	1906	1505	3129	2286	770
SLC17A6	0	0	0	0	0	0	0	0	2	1	0	0	0	0	2
SLC17A7	16	7	2	14	524	14	37	53	54	77	15	21	10	25	20
SLC17A8	5	2	0	3	10	0	463	0	4	0	0	3	0	0	0
SLC17A9	386	35	25	143	1952	893	5394	71	72	338	255	2617	171	146	107
SLC18A1	2	0	0	0	4	0	4	0	4	0	0	0	1	1	3
SLC18A2	45	2	15	1	1	80	4	104	59	24	6	0	20	39	7
SLC18A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
SLC19A1	562	1557	1084	716	1195	495	2584	477	573	548	1646	2246	1190	1656	290
SLC19A2	2126	987	1404	656	8400	3715	3964	3944	1521	1047	6024	1156	6303	1906	868
SLC19A3	171	133	547	95	14	55	57	11	1750	1	62	138	75	25	32
SLC1A1	56	62	134	391	116	413	606	7822	10398	1850	53	186	14466	716	667
SLC1A2	1344	50	191	19	153	6722	647	725	1201	283	696	1	843	896	42
SLC1A3	356	641	90	372	161	426	380	389	904	937	236	681	459	2069	954
SLC1A4	8073	307	1170	6357	13810	20375	5748	12568	3551	4381	7279	1849	6432	10547	420
SLC1A5	10597	13782	25118	3622	44574	19619	9548	4265	6270	14589	16729	13083	15594	12101	3506
SLC1A6	17	5	9540	459	17	0	0	3	0	0	0	0	0	0	75
SLC1A7	12	1	3	27	37	7	10	62	47	129	6	1	13	8	9
SLC20A1	3754	1185	2109	2618	5030	5661	4375	3982	2222	2899	3532	1602	4478	6840	2083
SLC20A2	2984	1519	3904	2399	1350	3435	2497	3450	2418	2266	3052	3038	4084	2686	1212
SLC22A10	1	1	0	0	11	1	2	92	0	0	0	1	0	2	0
SLC22A11	4	0	0	6	5	2	7	24	1	0	2	0	1	5	4
SLC22A12	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
SLC22A13	1	0	8	0	1	2	0	0	4	0	1	1	4	2	0
SLC22A14	5	0	0	2	1	0	1	1	0	0	0	7	4	5	3
SLC22A15	438	49	154	345	752	353	282	136	118	260	373	94	645	185	142
SLC22A16	1	21	7	8	4	0	1	12	5	0	2	353	0	19	31
SLC22A17	397	330	183	1109	6954	4793	2610	837	883	1449	460	355	1429	405	151
SLC22A18AS	18	54	17	37	10	42	14	12	22	87	463	2	133	8	5
SLC22A18	937	440	754	1136	1099	743	1425	572	753	847	3724	639	2219	411	75
SLC22A1	4	33	4	2	7	1	9	6	0	4	1	20	2	4	4
SLC22A20	14	6	21	23	9	2	4	1	13	9	6	10	8	3	4
SLC22A23	1546	258	2359	2477	2138	2803	1319	1253	2399	2760	1805	273	4155	4265	343
SLC22A24	2	0	0	0	3	0	0	0	0	0	1	0	0	0	0
SLC22A25	0	0	1	0	2	1	1	1	3	1	0	0	1	2	1
SLC22A2	0	0	11	2	0	3	0	4	5	0	3	0	0	3	0
SLC22A3	51	8	821	37	25	48	24	65	319	84	46	66	3	54	76
SLC22A4	134	67	124	56	1140	376	48	202	237	49	47	62	588	81	35
SLC22A5	2655	261	631	452	6712	2005	2095	1280	1170	546	1061	336	2502	1414	172
SLC22A6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC22A7	0	0	0	0	2	0	2	0	1	0	0	0	0	0	4
SLC22A8	0	3	1	1	0	0	0	0	0	0	1	0	0	0	1
SLC22A9	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1
SLC23A1	55	1	6	35	107	184	37	19	98	9	278	0	62	409	4
SLC23A2	1051	917	2478	1306	3306	1060	1922	1439	1841	2622	371	523	2686	1134	1080
SLC23A3	43	219	6	34	21	17	17	5	5	14	10	30	21	4	6
SLC24A1	1437	126	718	358	1005	1738	1729	993	1057	343	519	240	2100	749	187
SLC24A2	6	0	0	15	0	16	8	55	37	81	24	0	17	9	6
SLC24A3	611	316	937	675	170	224	507	788	1433	1666	2449	3226	5939	2308	561
SLC24A4	13	0	14	5	1	5	6	8	7	9	6	1	13	24	15
SLC24A5	68	56	10	4	219	6	182	22	73	32	9	61	75	85	15
SLC24A6	2409	604	1315	1058	1168	1583	1187	1713	1616	1285	1783	1064	1891	1908	716
SLC25A10	2798	5439	3667	1356	6591	1811	6451	1388	1625	831	7433	2438	3573	5611	727
SLC25A11	2735	1633	2743	2036	2566	4713	2042	2197	1793	1833	2706	3563	3162	9107	813
SLC25A12	1682	690	2157	594	1193	1530	1605	1617	1818	580	866	599	2781	1024	659
SLC25A13	1774	551	2296	1287	1810	1343	1134	1070	799	1106	1181	901	2166	1221	1985
